0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612929,281,281,281,1610612989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610613017,1610613047,1610613041,2684354871,2684354841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610613017,1610613047,1610613041,2684354871,2684354841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610613017,1610613047,1610613041,2684354871,2684354841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610613017,1610613047,1610613041,2684354871,2684354841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,191,292,292,291,292,293,292,281,291,292,292,285,292,292,192,292,292,285,292,283,284,287,284,283,292,285,292,292,192,292,292,292,291,292,285,281,292,292,293,292,291,292,193,0,0,0,0,0
0,0,0,0,0,1610613028,191,192,192,192,192,192,192,192,192,192,192,192,193,2684354841,322,322,322,322,313,322,318,322,313,322,322,318,322,1610613028,191,192,192,192,192,192,192,192,192,192,192,192,193,2684354852,0,0,0,0,0
3221225725,281,281,281,281,1610613028,221,222,222,222,222,222,222,222,222,222,222,222,223,2684354841,1610613048,334,305,304,305,335,305,334,334,305,335,334,2684354874,1610613028,221,222,222,222,222,222,222,222,222,222,222,222,223,2684354852,281,281,281,281,193
1610613017,311,311,311,311,1610613020,251,252,252,252,252,252,252,252,252,252,252,252,253,2684354841,1610613050,335,200,201,202,334,334,335,200,201,202,334,2684354872,1610613020,251,252,252,252,252,252,252,252,252,252,252,252,253,2684354844,311,311,311,311,2684354841
1610613017,3221225777,3221225777,3221225777,3221225777,1610613026,1610613050,336,335,304,334,334,304,304,335,334,334,305,2684354874,2684354850,1610613050,305,230,304,232,334,304,304,230,334,232,305,2684354874,1610613026,1610613050,305,335,304,334,334,304,304,335,334,334,336,2684354874,2684354850,305,305,305,305,2684354841
1610613017,3221225783,3221225783,3221225783,3221225783,1610613020,191,192,192,192,192,193,334,191,192,192,192,192,193,2684354841,1610613048,304,260,261,262,335,334,304,260,261,262,334,2684354874,1610613020,191,192,192,192,192,193,334,191,192,192,192,192,193,2684354844,3221225783,3221225783,3221225783,3221225783,2684354841
3221225665,3221225753,3221225753,3221225753,3221225753,1610613028,221,222,222,222,222,223,305,221,222,222,222,222,223,2684354841,1610613048,334,305,335,334,304,305,334,334,304,305,334,2684354872,1610613028,221,222,222,222,222,223,305,221,222,222,222,222,223,2684354852,3221225753,3221225753,3221225753,3221225753,253
